,CITY,ELEMENT_GROUP,ELEMENT,BRAND HIGH,acv%,sku_count,sales_sum,brand_sspd,acv_per_mm,sales_per_million
73,COLUMBIA,BAKERY,CAKE,SWEET STREET,99.98922041261716,1,595563,5956.272061551635,203.316322,29.295592222800657
74,COLUMBIA,BEVERAGES,TEA,PEACE TEA,99.98922041261716,2,594147,5942.110534997505,203.316322,29.2259395435921
75,COLUMBIA,BEVERAGES,BEER,DEVILS BACKBONE BREWING COMPANY,99.98922041261716,2,588225,5882.884150637649,203.316322,28.934637872495298
76,COLUMBIA,CAT FOOD,DRY CAT FOOD,EAGLE PACK,99.98922041261716,1,584050,5841.129649674732,203.316322,28.729270686269505
77,COLUMBIA,BEVERAGES,BEER,AMSTERDAM MARINER,99.98922041261716,1,582433,5824.957906427537,203.316322,28.649730868274986
78,COLUMBIA,BABY,DIAPERS,FISHER-PRICE HAPPY DAYS & NIGHTS,99.98922041261716,1,581674,5817.36708816865,203.316322,28.61239585166532
79,COLUMBIA,BEVERAGES,COFFEE,JAVA PRO,99.98922041261716,1,575807,5758.690763102916,203.316322,28.32379961655472
80,COLUMBIA,BEVERAGES,BEER,LEEUW,99.98922041261716,1,563417,5634.777405754282,203.316322,27.714338673479848
81,COLUMBIA,BREAKFAST,BACON,KING COTTON,99.98922041261716,1,562470,5625.306384817304,203.316322,27.667755984771865
82,COLUMBIA,BAKERY,CAKE,BILL KNAPP'S,99.98922041261716,1,560537,5605.974300898425,203.316322,27.572672207292953
83,COLUMBIA,BEVERAGES,BEER,HOEGAARDEN,99.98922041261716,1,559566,5596.263254087648,203.316322,27.524908964700078
84,COLUMBIA,BEVERAGES,COFFEE,STOK,99.98922041261716,3,555524,5555.838896508699,203.316322,27.326084014586385
85,COLUMBIA,BAKERY,CAKE,NESTLE,99.98922041261716,1,552229,5522.8853442517375,203.316322,27.16400380413992
86,COLUMBIA,PHARMACY,ALLERGY,MUCINEX,99.98922041261716,2,551626,5516.854694172543,203.316322,27.13434238778204
87,COLUMBIA,BABY,DIAPERS,SOFT 'N SNUG,99.98922041261716,1,543852,5439.106313217879,203.316322,26.75194130856783
88,COLUMBIA,BEVERAGES,TEA,GLENMERE,99.98922041261716,1,543395,5434.535820537627,203.316322,26.729461595009703
89,COLUMBIA,BEVERAGES,BEER,DUVEL,99.98922041261716,1,540585,5406.432791147016,203.316322,26.591238410987074
90,COLUMBIA,BAKERY,CAKE,DUTCH MAID,99.98922041261716,5,537823,5378.809813504004,203.316322,26.455376334734225
91,COLUMBIA,BREAKFAST,BACON,OLE CAROLINA,99.98922041261716,1,536567,5366.248459441866,203.316322,26.39359401475827
92,COLUMBIA,BEVERAGES,TEA,WALLINGFORD,99.98922041261716,1,534560,5346.17629574544,203.316322,26.294870196134276
93,COLUMBIA,BEVERAGES,BEER,EXPLORATOR OF HOLLAND,99.98922041261716,1,533949,5340.065637041646,203.316322,26.26481526181477
94,COLUMBIA,BABY,DIAPERS,THE BASIC DIAPER,99.98922041261716,1,530188,5302.451582401758,203.316322,26.07981263010334
95,COLUMBIA,BAKERY,CAKE,INSPIRED BY HAPPINESS,99.98922041261716,2,529339,5293.9606671161255,203.316322,26.03805053642533
96,COLUMBIA,BABY,DIAPERS,LUMI BY PAMPERS,99.98922041261716,1,523779,5238.354673019401,203.316322,25.764555553092293
97,COLUMBIA,BEVERAGES,BEER,WEXFORD,99.98922041261716,1,518848,5189.039357031821,203.316322,25.522000919492438
98,COLUMBIA,BABY,DIAPERS,KENDALL,99.98922041261716,1,518386,5184.418858961194,203.316322,25.49927525720829
99,COLUMBIA,BEVERAGES,COFFEE,GREEN MOUNTAIN,99.98922041261716,3,515381,5154.365619345968,203.316322,25.35146007287092
100,COLUMBIA,BREAKFAST,BACON,FIELD,99.98922041261716,1,514974,5150.295180569464,203.316322,25.331439846572984
101,COLUMBIA,BEVERAGES,BEER,KRONENBOURG,99.98922041261716,1,513765,5138.203877176848,203.316322,25.271969444621607
102,COLUMBIA,BAKERY,CAKE,MUFFINS 'N STUFF,99.98922041261716,1,511892,5119.471857942467,203.316322,25.179837051854925
103,COLUMBIA,BAKERY,CAKE,BERGERS,99.98922041261716,1,510676,5107.310547003327,203.316322,25.120022321687124
104,COLUMBIA,BABY,DIAPERS,LITTLE PATRIOTS,99.98922041261716,2,508455,5085.098152598863,203.316322,25.01077189758952
105,COLUMBIA,BEVERAGES,TEA,MISS ELLIE'S (COFFEE.ORG INC),99.98922041261716,2,507509,5075.637132739959,203.316322,24.96423839862674
106,COLUMBIA,BEVERAGES,BEER,RED STRIPE,99.98922041261716,1,507405,5074.597020620165,203.316322,24.95912266512555
107,COLUMBIA,BREAKFAST,BACON,MANDA,99.98922041261716,1,507306,5073.606913890745,203.316322,24.954252880350378
108,COLUMBIA,BEVERAGES,BEER,FULLER'S,99.98922041261716,1,506626,5066.806180799778,203.316322,24.9208038536118
109,COLUMBIA,BREAKFAST,BACON,JOHN F. MARTIN & SONS,99.98922041261716,1,504528,5045.8239189985325,203.316322,24.817603768174266
110,COLUMBIA,BEVERAGES,BEER,GREENE KING,99.99405683738155,1,503815,5038.4494432438605,203.316322,24.78133282011594
111,COLUMBIA,BEVERAGES,COFFEE,JAVA HOUSE,99.99405683738155,1,500453,5004.827445033831,203.316322,24.615964895498312
112,COLUMBIA,BEVERAGES,BEER,AYINGER,99.98922041261716,1,498437,4984.90735244401,203.316322,24.517989030138022
113,COLUMBIA,BEVERAGES,BEER,MAREDSOUS,99.98922041261716,1,496873,4969.265666334788,203.316322,24.441056268639304
114,COLUMBIA,BAKERY,CAKE,BELGIAN BOYS,99.98922041261716,1,493866,4939.192424563413,203.316322,24.293142704811533
115,COLUMBIA,BEVERAGES,BEER,DORTMUNDER UNION BRAUEREI,99.98922041261716,1,490361,4904.138645910712,203.316322,24.12073264787227
116,COLUMBIA,BABY,DIAPERS,WHITE CLOUD,99.98922041261716,1,486787,4868.394792870839,203.316322,23.944928498513953
117,COLUMBIA,BABY,DIAPERS,UNITED COLORS OF BENETTON,99.98922041261716,1,483928,4839.801710654557,203.316322,23.804295016976337
118,COLUMBIA,BABY,DIAPERS,BEBIN,99.98922041261716,1,482998,4830.500708044852,203.316322,23.758548553936816
119,COLUMBIA,PHARMACY,ALLERGY,SUNMARK,99.98922041261716,1,481139,4811.90870390352,203.316322,23.667104817602986
120,COLUMBIA,BEVERAGES,BEER,STELLA ARTOIS,99.98922041261716,1,476850,4769.014080040058,203.316322,23.456130000423958
121,COLUMBIA,BEVERAGES,BEER,ORANJEBOOM,99.98922041261716,1,473532,4735.830502987373,203.316322,23.292918425837804
122,COLUMBIA,BEVERAGES,COFFEE,KITU SUPER COFFEE,99.98922041261716,2,472912,4729.629834580904,203.316322,23.26242078381146
123,COLUMBIA,CAT FOOD,DRY CAT FOOD,BEAVERDAM,99.98922041261716,1,467215,4672.6536927879115,203.316322,22.982186805385506
124,COLUMBIA,BEVERAGES,BEER,DEMPSEY'S,99.98922041261716,1,464792,4648.421080612307,203.316322,22.863000052756743
125,COLUMBIA,BEVERAGES,BEER,EINDHOVEN,99.98922041261716,1,464430,4644.800690349175,203.316322,22.845193364992973
126,COLUMBIA,BABY,DIAPERS,HAPPY BABY,99.98922041261716,1,462649,4626.9887702976885,203.316322,22.757586428785036
127,COLUMBIA,BAKERY,CAKE,ARNIE'S,99.98922041261716,2,457055,4571.042739546417,203.316322,22.482418994115072
128,COLUMBIA,BEVERAGES,BEER,CORONA EXTRA,99.98922041261716,1,449623,4496.714727293385,203.316322,22.116840807760553
129,COLUMBIA,BEVERAGES,BEER,LINDEMANS,99.98922041261716,1,447733,4477.81268973173,203.316322,22.023872189325406
130,COLUMBIA,BEVERAGES,BEER,MONTEJO,99.98922041261716,1,444801,4448.489528815975,203.316322,21.879647856387912
131,COLUMBIA,BEVERAGES,COFFEE,COPPER MOUNTAIN HOT 2 GO!,99.98922041261716,2,441353,4414.005811613547,203.316322,21.710041614925274
132,COLUMBIA,BAKERY,CAKE,OLD DUTCH BAKERY,99.98922041261716,1,438589,4386.362831814384,203.316322,21.574081159182015
133,COLUMBIA,CAT FOOD,DRY CAT FOOD,ROYAL CANIN,99.98922041261716,1,434881,4349.2788343124685,203.316322,21.39168558396639
134,COLUMBIA,BABY,DIAPERS,BABYGANICS,99.98922041261716,1,433834,4338.807705567995,203.316322,21.340183920738024
135,COLUMBIA,BEVERAGES,BEER,HEINEKEN,99.98922041261716,1,433178,4332.246998350828,203.316322,21.307915447884344
136,COLUMBIA,BAKERY,CAKE,WORLD CLASS BAKERY,99.98922041261716,1,430372,4304.1839732725175,203.316322,21.16988902284253
137,COLUMBIA,BEVERAGES,TEA,SINTON'S,99.98922041261716,1,429756,4298.0233091783475,203.316322,21.139588139796995
138,COLUMBIA,BABY,DIAPERS,CHICOLASTIC,99.98922041261716,1,428208,4282.541640318324,203.316322,21.06344241422154
139,COLUMBIA,BEVERAGES,BEER,PETERS,99.98922041261716,1,425983,4260.28924160156,203.316322,20.953995231143125
140,COLUMBIA,PHARMACY,ALLERGY,NEO-SYNEPHRINE,99.98922041261716,1,425076,4251.21826378758,203.316322,20.909380132243292
141,COLUMBIA,BEVERAGES,TEA,HORMEL,99.98922041261716,1,424663,4247.087818542625,203.316322,20.889064767474128
142,COLUMBIA,BAKERY,CAKE,KNAUB'S CAKES,99.98922041261716,1,423128,4231.7361636975775,203.316322,20.813558508586326
143,COLUMBIA,BEVERAGES,TEA,RTD TEA MULTI PACK,99.98922041261716,1,415264,4153.0876857161675,203.316322,20.42673035230377
144,COLUMBIA,PHARMACY,ALLERGY,PREMIER VALUE,99.98922041261716,1,414429,4144.736785523584,203.316322,20.385656915058615
145,COLUMBIA,PHARMACY,ALLERGY,HIMALAYAN CHANDRA NETI FLO,99.98922041261716,1,413783,4138.276089087167,203.316322,20.353880339656975
146,COLUMBIA,BEVERAGES,COFFEE,BIZZY,99.98922041261716,3,412560,4126.044770601502,203.316322,20.293721281272745
147,COLUMBIA,BEVERAGES,BEER,KAISERDOM,99.98922041261716,1,405913,4059.5676046373073,203.316322,19.966757044903197
148,COLUMBIA,BAKERY,CAKE,CREATIVE OCCASIONS,99.98922041261716,3,404873,4049.166483439359,203.316322,19.915599709891264
149,COLUMBIA,BEVERAGES,BEER,BAVIK,73.2601135882213,1,403217,5503.909020212452,203.316322,27.070669811804148
150,COLUMBIA,BREAKFAST,BACON,LEE,99.98922041261716,1,401767,4018.1031349385635,203.316322,19.762816361288316
151,COLUMBIA,BREAKFAST,BACON,ELLIOTT'S,99.98922041261716,1,395464,3955.0663398321517,203.316322,19.45277339726887
152,COLUMBIA,PHARMACY,ALLERGY,PREFERRED PLUS PHARMACY,99.98922041261716,1,392442,3924.843081889652,203.316322,19.304121987263038
153,COLUMBIA,BEVERAGES,TEA,ROKEACH,99.98922041261716,1,388136,3881.7784396989155,203.316322,19.092310944415544
154,COLUMBIA,BAKERY,CAKE,BLACK TIE,99.98922041261716,1,386658,3866.996846304139,203.316322,19.019608501004356
155,COLUMBIA,BEVERAGES,TEA,B.W. COOPER'S ICED BREW TEA,99.98922041261716,1,384764,3848.054804430183,203.316322,18.92644312358839
156,COLUMBIA,BEVERAGES,BEER,SUPERIOR,99.98922041261716,1,381659,3817.0014570074627,203.316322,18.773708964730645
157,COLUMBIA,BEVERAGES,BEER,CELEBRATOR,99.98922041261716,1,379970,3800.1096361388713,203.316322,18.690627485081453
158,COLUMBIA,BAKERY,CAKE,KINDER,99.98922041261716,1,379919,3799.5995811570488,203.316322,18.68811880807606
159,COLUMBIA,BAKERY,CAKE,CAKES BY SUE,99.98922041261716,1,377386,3774.2668503932,203.316322,18.56352118347488
160,COLUMBIA,BEVERAGES,BEER,MYTHOS,99.98922041261716,1,376360,3764.005744288301,203.316322,18.513052504895796
161,COLUMBIA,CAT FOOD,DRY CAT FOOD,DICK VAN PATTEN'S NATURAL BALANCE,99.98922041261716,1,373504,3735.442665306243,203.316322,18.372566592593795
162,COLUMBIA,PHARMACY,ALLERGY,PRIME AID,99.98922041261716,1,369705,3697.4485696995066,203.316322,18.185694750564622
163,COLUMBIA,PHARMACY,ALLERGY,CONVENIENCE VALET,99.98922041261716,1,358783,3588.2167949648992,203.316322,17.6484443534489
164,COLUMBIA,BEVERAGES,TEA,RUNA,99.98922041261716,1,357567,3576.0554840257596,203.316322,17.588629623281104
165,COLUMBIA,PHARMACY,ALLERGY,BIOALLERS,99.98922041261716,1,356343,3563.8141644620205,203.316322,17.528421375151673
166,COLUMBIA,BEVERAGES,TEA,SMITH ENTERPRISES,99.98922041261716,1,352577,3526.1501044317574,203.316322,17.343172794714224
167,COLUMBIA,BAKERY,CAKE,HERSHEY'S,99.98922041261716,1,352411,3524.4899254713155,203.316322,17.335007297010396
168,COLUMBIA,BEVERAGES,TEA,FUZE,99.98922041261716,2,351722,3517.599182677675,203.316322,17.30111556256499
169,COLUMBIA,BEVERAGES,BEER,HOFBRAU MUNCHEN,39.96765007218359,1,348961,8731.08625024886,203.316322,42.943361184002036
170,COLUMBIA,BEVERAGES,BEER,ROYAL BRAND,99.98922041261716,1,348810,3488.4760433234196,203.316322,17.157875024531574
171,COLUMBIA,BEVERAGES,TEA,SWEET LEAF,99.98922041261716,1,347178,3472.154283905101,203.316322,17.077597360359
172,COLUMBIA,PHARMACY,ALLERGY,MAHARISHI AYURVEDA CLEAR & SOOTHE,99.98922041261716,1,344558,3445.9514593487306,203.316322,16.948720227925087
173,COLUMBIA,BEVERAGES,BEER,ESTRELLA JALISCO,99.98922041261716,1,342735,3427.7194940180966,203.316322,16.859047322418593
174,COLUMBIA,BEVERAGES,TEA,KOMBUCHA WONDER DRINK,99.98922041261716,1,341503,3415.3981658297575,203.316322,16.79844555632753
175,COLUMBIA,PHARMACY,ALLERGY,MAJOR,99.98922041261716,1,337323,3373.5936594764653,203.316322,16.592832421375718
176,COLUMBIA,PHARMACY,ALLERGY,BENADRYL,99.98922041261716,1,334613,3346.49073789335,203.316322,16.459528211873465
177,COLUMBIA,PHARMACY,ALLERGY,ALAVERT,99.98922041261716,1,332038,3320.737961850353,203.316322,16.332864617973723
178,COLUMBIA,BAKERY,CAKE,HOLLEY SWEETS,99.98922041261716,1,330086,3301.21585744805,203.316322,16.23684623533594
179,COLUMBIA,BEVERAGES,BEER,PACIFICO,99.98922041261716,1,327875,3279.1034738243347,203.316322,16.128087708690376
180,COLUMBIA,BEVERAGES,TEA,SPECIALTY TEA,99.98922041261716,1,327479,3275.1430469066545,203.316322,16.108608569589677
181,COLUMBIA,BEVERAGES,BEER,MODELO,99.99405683738155,1,323360,3233.7921895285663,203.316322,15.905226681842917
182,COLUMBIA,BEVERAGES,TEA,BRISK,99.98922041261716,1,319622,3196.5645764717697,203.316322,15.722124741523553
183,COLUMBIA,BEVERAGES,BEER,JACK'S ABBY BREWING LLC,99.98922041261716,1,318717,3187.51360081394,203.316322,15.67760802211413
184,COLUMBIA,PHARMACY,ALLERGY,CHLORPHEN-12,99.98922041261716,1,318343,3183.7731976139085,203.316322,15.659211057407916
185,COLUMBIA,BEVERAGES,BEER,NEGRA MODELO,99.99405683738155,1,316055,3160.737847790237,203.316322,15.545912972939954
186,COLUMBIA,BEVERAGES,TEA,MAUI RAINBOW TEA,99.98922041261716,1,316035,3160.690709416923,203.316322,15.545681125477582
187,COLUMBIA,BAKERY,CAKE,BARBARA LOTT'S CAKES,99.98922041261716,2,315757,3157.9104097120867,203.316322,15.532006376310932
188,COLUMBIA,BABY,DIAPERS,ALLNITES,99.98922041261716,1,315382,3154.1600054339806,203.316322,15.513560221859514
189,COLUMBIA,BEVERAGES,TEA,SHELF STABLE TEA,99.98922041261716,1,311970,3120.03632704225,203.316322,15.345724811224205
190,COLUMBIA,BABY,DIAPERS,NURTURED BY NATURE,99.98922041261716,1,311032,3110.6553158079464,203.316322,15.299584830223056
191,COLUMBIA,BEVERAGES,TEA,BHAKTI CHAI,99.98922041261716,1,306025,3060.5799178866705,203.316322,15.053291775987717
192,COLUMBIA,BEVERAGES,BEER,SLOOP BREWING CO.,99.98922041261716,1,305418,3054.5092634951757,203.316322,15.02343360064902
193,COLUMBIA,BABY,DIAPERS,BABY LOONEY TUNES,99.98922041261716,1,301062,3010.944567400692,203.316322,14.80916307054134
194,COLUMBIA,PHARMACY,ALLERGY,SUDAFED,99.98922041261716,1,297621,2976.5308577447877,203.316322,14.639901157295121
195,COLUMBIA,BAKERY,CAKE,LA BREE'S,99.98922041261716,1,296291,2963.229423905104,203.316322,14.57447879617409
196,COLUMBIA,BAKERY,CAKE,PERUGINA,99.98922041261716,3,293283,2933.1461810556534,203.316322,14.426516042601111
197,COLUMBIA,BEVERAGES,TEA,TAZO,99.98922041261716,1,290023,2900.5426665313153,203.316322,14.266157473236778
198,COLUMBIA,BAKERY,CAKE,KOPERNIK,99.98922041261716,2,289636,2896.6722493163097,203.316322,14.247121041842915
199,COLUMBIA,BEVERAGES,BEER,SOL,99.98922041261716,1,286221,2862.5185676903543,203.316322,14.079138061971996
200,COLUMBIA,BEVERAGES,BEER,GHOST RIVER,99.98922041261716,1,285992,2860.2283208111908,203.316322,14.06787361032033
201,COLUMBIA,CAT FOOD,DRY CAT FOOD,WHISKAS,99.98922041261716,1,285406,2854.3676890592697,203.316322,14.03904841963091
202,COLUMBIA,BEVERAGES,BEER,BUR OAK BREWING COMPANY,99.98922041261716,1,284736,2847.6669667490532,203.316322,14.006091290344377
203,COLUMBIA,BEVERAGES,TEA,ZENTOPIA BOOST,99.98922041261716,1,283862,2838.9260245115465,203.316322,13.963099453036271
204,COLUMBIA,BEVERAGES,TEA,LIPTON,99.98922041261716,1,280495,2805.252394633189,203.316322,13.797477580935134
205,COLUMBIA,BAKERY,CAKE,DUTCH MAID BAKERY,99.98922041261716,5,280002,2800.3218631422383,203.316322,13.773227036549669
206,COLUMBIA,BEVERAGES,BEER,NEW HOLLAND BREWING,99.98922041261716,1,278825,2788.5505942480218,203.316322,13.715330706444815
